id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
975;2025-05-22 00.17.00;25,4;91,0;3,9;470,0;29,0;23,0;28,0;1;15,5;12,3;15,0;3,9;2,4;0,7;42,7;7,1;191,3;147,9;1;1
977;2025-05-22 00.17.15;25,4;91,0;3,9;470,0;29,0;10,0;23,0;1;15,5;5,3;12,3;3,9;2,4;0,7;33,1;7,1;200,9;147,9;1;1
983;2025-05-22 00.18.00;25,4;90,6;3,9;470,0;31,0;14,0;30,0;1;16,6;7,5;16,0;3,9;2,4;0,7;40,1;7,1;193,9;147,9;1;1
990;2025-05-22 00.18.53;25,4;90,4;3,9;470,0;34,0;18,0;26,0;1;18,2;9,6;13,9;3,9;2,4;0,7;41,7;7,0;192,3;148,0;1;1
992;2025-05-22 00.19.08;25,4;90,9;3,9;470,0;38,0;22,0;34,0;1;20,3;11,8;18,2;3,9;2,4;0,7;50,2;7,1;183,8;147,9;1;1
998;2025-05-22 00.19.53;25,4;91,0;3,9;470,0;35,0;11,0;34,0;1;18,7;5,9;18,2;3,9;2,4;0,7;42,7;7,1;191,3;147,9;1;1
999;2025-05-22 00.20.00;25,4;90,9;3,9;470,0;36,0;15,0;35,0;1;19,2;8,0;18,7;3,9;2,4;0,7;45,9;7,1;188,1;147,9;1;1
1000;2025-05-22 00.20.07;25,4;91,2;3,9;470,0;35,0;23,0;26,0;1;18,7;12,3;13,9;3,9;2,5;0,7;44,9;7,1;189,1;147,9;1;1
1008;2025-05-22 00.21.07;25,4;91,0;3,9;470,0;37,0;18,0;24,0;1;19,8;9,6;12,8;3,9;2,4;0,7;42,2;7,1;191,8;147,9;1;1
1012;2025-05-22 00.21.38;25,4;91,0;3,9;470,0;33,0;10,0;24,0;1;17,6;5,3;12,8;3,9;2,4;0,7;35,8;7,1;198,2;147,9;1;1
1016;2025-05-22 00.22.07;25,4;91,2;3,8;470,0;38,0;21,0;24,0;1;20,3;11,2;12,8;4,0;2,5;0,7;44,3;7,2;189,7;147,8;1;1
2;2025-05-21 22.16.37;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
6;2025-05-21 22.17.07;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
9;2025-05-21 22.17.30;14,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
10;2025-05-21 22.17.37;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
12;2025-05-21 22.17.52;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
13;2025-05-21 22.17.59;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
16;2025-05-21 22.18.21;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
18;2025-05-21 22.18.36;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
19;2025-05-21 22.18.43;15,0;15,0;4,0;470,0;250,0;145,0;120,0;2;133,5;77,5;64,1;0,6;0,4;-0,1;275,1;0,9;-18,1;154,1;0;1
25;2025-05-21 22.19.27;15,0;15,0;4,0;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;0,6;0,4;-0,1;267,1;0,9;-10,1;154,1;0;1
27;2025-05-21 22.19.42;15,0;15,0;4,0;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;0,6;0,4;-0,1;267,1;0,9;-10,1;154,1;0;1
28;2025-05-21 22.19.49;15,0;15,0;4,0;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;0,6;0,4;-0,1;267,1;0,9;-10,1;154,1;0;1
29;2025-05-21 22.19.56;15,0;15,0;4,0;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;0,6;0,4;-0,1;267,1;0,9;-10,1;154,1;0;1
30;2025-05-21 22.20.03;15,0;15,0;4,0;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;0,6;0,4;-0,1;267,1;0,9;-10,1;154,1;0;1
37;2025-05-21 22.20.54;26,8;92,2;4,1;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;3,9;2,4;0,7;267,1;7,1;-10,1;147,9;0;1
38;2025-05-21 22.21.01;26,9;92,4;4,1;470,0;235,0;145,0;120,0;2;125,5;77,5;64,1;3,9;2,5;0,7;267,1;7,1;-10,1;147,9;0;1
40;2025-05-21 22.21.15;26,9;92,3;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
43;2025-05-21 22.21.37;26,9;92,5;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
54;2025-05-21 22.22.59;26,9;92,5;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
63;2025-05-21 22.24.06;26,9;92,2;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,4;0,7;266,6;7,1;-9,6;147,9;0;1
66;2025-05-21 22.24.29;26,9;92,1;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,4;0,7;266,6;7,1;-9,6;147,9;0;1
75;2025-05-21 22.25.36;26,8;92,5;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
82;2025-05-21 22.26.29;26,8;92,1;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,4;0,7;266,6;7,1;-9,6;147,9;0;1
85;2025-05-21 22.26.52;26,7;92,2;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,4;0,7;266,6;7,1;-9,6;147,9;0;1
90;2025-05-21 22.27.29;26,7;92,4;4,0;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
91;2025-05-21 22.27.37;26,7;92,0;4,0;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
93;2025-05-21 22.27.52;26,7;92,1;4,0;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
94;2025-05-21 22.27.59;26,7;92,0;4,0;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
95;2025-05-21 22.28.06;26,7;92,5;4,0;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;4,0;2,5;0,7;266,6;7,2;-9,6;147,8;0;1
104;2025-05-21 22.29.14;26,7;92,4;4,2;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,4;0,7;266,6;7,0;-9,6;148,0;0;1
108;2025-05-21 22.29.44;26,7;92,2;4,1;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
126;2025-05-21 22.31.59;26,6;92,2;4,0;470,0;235,0;145,0;119,0;2;125,5;77,5;63,6;3,9;2,5;0,7;266,6;7,1;-9,6;147,9;0;1
134;2025-05-21 22.32.59;26,6;92,2;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
139;2025-05-21 22.33.37;26,5;92,2;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
145;2025-05-21 22.34.22;26,6;92,4;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
150;2025-05-21 22.35.00;26,5;92,2;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
152;2025-05-21 22.35.15;26,5;92,6;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
155;2025-05-21 22.35.39;26,5;92,0;4,1;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
158;2025-05-21 22.36.00;26,5;92,1;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
160;2025-05-21 22.36.15;26,5;92,2;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
161;2025-05-21 22.36.23;26,5;92,0;4,1;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
167;2025-05-21 22.37.09;26,4;92,5;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
171;2025-05-21 22.37.38;26,5;92,4;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,9;0;1
172;2025-05-21 22.37.46;26,5;92,3;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
176;2025-05-21 22.38.15;26,5;92,3;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
183;2025-05-21 22.39.07;26,4;92,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
186;2025-05-21 22.39.30;26,4;92,3;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
199;2025-05-21 22.41.08;26,4;92,4;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,9;0;1
201;2025-05-21 22.41.23;26,4;92,2;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
203;2025-05-21 22.41.37;26,4;92,3;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
206;2025-05-21 22.41.59;26,3;92,3;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
211;2025-05-21 22.42.36;26,4;92,6;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
213;2025-05-21 22.42.51;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
214;2025-05-21 22.42.58;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
216;2025-05-21 22.43.13;14,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
219;2025-05-21 22.43.36;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
220;2025-05-21 22.43.44;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
226;2025-05-21 22.44.29;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
229;2025-05-21 22.44.52;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
231;2025-05-21 22.45.07;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
233;2025-05-21 22.45.22;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
238;2025-05-21 22.46.00;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
241;2025-05-21 22.46.22;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
244;2025-05-21 22.46.43;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
248;2025-05-21 22.47.13;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
252;2025-05-21 22.47.42;15,0;15,0;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
254;2025-05-21 22.47.57;26,2;92,3;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
257;2025-05-21 22.48.19;26,2;92,1;4,0;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
269;2025-05-21 22.49.47;26,2;92,1;3,9;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
274;2025-05-21 22.50.25;26,2;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
276;2025-05-21 22.50.39;26,2;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
290;2025-05-21 22.52.24;26,2;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
295;2025-05-21 22.53.00;26,2;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
297;2025-05-21 22.53.15;26,1;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
298;2025-05-21 22.53.22;26,2;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
300;2025-05-21 22.53.37;26,1;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
308;2025-05-21 22.54.36;26,1;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
310;2025-05-21 22.54.52;26,1;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
315;2025-05-21 22.55.29;26,1;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
317;2025-05-21 22.55.44;26,1;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
323;2025-05-21 22.56.29;26,1;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
331;2025-05-21 22.57.27;26,1;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
338;2025-05-21 22.58.18;26,1;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
344;2025-05-21 22.59.01;26,1;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
347;2025-05-21 22.59.22;26,1;92,5;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
357;2025-05-21 23.00.35;26,0;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
360;2025-05-21 23.00.56;26,0;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
366;2025-05-21 23.01.40;26,0;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
367;2025-05-21 23.01.47;26,0;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
372;2025-05-21 23.02.24;25,9;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
378;2025-05-21 23.03.09;26,0;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
379;2025-05-21 23.03.16;26,0;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
381;2025-05-21 23.03.30;26,0;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
383;2025-05-21 23.03.45;26,0;92,2;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
389;2025-05-21 23.04.30;25,9;92,2;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
391;2025-05-21 23.04.44;25,9;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
395;2025-05-21 23.05.14;25,9;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
396;2025-05-21 23.05.21;25,9;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
399;2025-05-21 23.05.44;25,9;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
402;2025-05-21 23.06.05;25,9;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
403;2025-05-21 23.06.13;25,9;92,2;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
407;2025-05-21 23.06.43;25,9;92,0;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
413;2025-05-21 23.07.26;25,9;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
417;2025-05-21 23.07.55;25,8;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
422;2025-05-21 23.08.33;25,8;92,2;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
424;2025-05-21 23.08.47;25,8;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
425;2025-05-21 23.08.55;25,8;92,2;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
427;2025-05-21 23.09.09;25,8;92,2;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
429;2025-05-21 23.09.24;25,9;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
433;2025-05-21 23.09.55;25,8;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
438;2025-05-21 23.10.32;25,8;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
445;2025-05-21 23.11.24;25,8;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
449;2025-05-21 23.11.55;25,8;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
451;2025-05-21 23.12.09;25,9;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
452;2025-05-21 23.12.17;25,8;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
456;2025-05-21 23.12.46;25,8;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
463;2025-05-21 23.13.38;25,8;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
466;2025-05-21 23.13.59;25,8;92,6;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
471;2025-05-21 23.14.36;25,8;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
476;2025-05-21 23.15.12;25,8;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
488;2025-05-21 23.16.40;25,8;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
489;2025-05-21 23.16.47;25,7;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
495;2025-05-21 23.17.32;25,7;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
497;2025-05-21 23.17.46;25,7;92,3;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
507;2025-05-21 23.18.59;25,7;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
513;2025-05-21 23.19.44;25,8;92,5;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
520;2025-05-21 23.20.35;25,8;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
521;2025-05-21 23.20.42;25,8;92,1;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,2;-4,2;147,8;0;1
526;2025-05-21 23.21.20;25,8;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
527;2025-05-21 23.21.28;25,8;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
528;2025-05-21 23.21.35;25,8;92,4;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
532;2025-05-21 23.22.05;25,8;92,6;3,8;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
543;2025-05-21 23.23.28;25,7;92,6;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
544;2025-05-21 23.23.36;25,7;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
548;2025-05-21 23.24.06;25,7;92,3;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
559;2025-05-21 23.25.26;25,7;92,6;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
563;2025-05-21 23.25.55;25,7;92,6;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
565;2025-05-21 23.26.11;25,7;92,1;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
572;2025-05-21 23.27.02;25,6;92,5;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
576;2025-05-21 23.27.32;25,6;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
578;2025-05-21 23.27.46;25,6;92,5;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
581;2025-05-21 23.28.10;25,6;92,0;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
582;2025-05-21 23.28.17;25,6;92,2;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
