id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
975;2025-05-22 00.17.00;25,4;91;3,9;170;29;23;28;1;54,3;43,1;52,4;13,7;11,8;12,1;149,8;37,5;138,2;-31,8;1;0
977;2025-05-22 00.17.15;25,4;91;3,9;170;29;10;23;1;54,3;18,7;43,1;13,7;11,8;12,1;116,1;37,5;171,9;-31,8;1;0
983;2025-05-22 00.18.00;25,4;90,6;3,9;170;31;14;30;1;58,0;26,2;56,2;13,7;11,7;12,1;140,4;37,4;147,6;-31,7;1;0
990;2025-05-22 00.18.53;25,4;90,4;3,9;170;34;18;26;1;63,6;33,7;48,7;13,6;11,7;12,0;146,0;37,4;142,0;-31,6;1;0
992;2025-05-22 00.19.08;25,4;90,9;3,9;170;38;22;34;1;71,1;41,2;63,6;13,7;11,7;12,1;176,0;37,5;112,0;-31,8;1;0
998;2025-05-22 00.19.53;25,4;91;3,9;170;35;11;34;1;65,5;20,6;63,6;13,7;11,8;12,1;149,8;37,5;138,2;-31,8;1;0
999;2025-05-22 00.20.00;25,4;90,9;3,9;170;36;15;35;1;67,4;28,1;65,5;13,7;11,7;12,1;161,0;37,5;127,0;-31,8;1;0
1000;2025-05-22 00.20.07;25,4;91,2;3,9;170;35;23;26;1;65,5;43,1;48,7;13,8;11,8;12,1;157,2;37,6;130,8;-31,8;1;0
1008;2025-05-22 00.21.07;25,4;91;3,9;170;37;18;24;1;69,3;33,7;44,9;13,7;11,8;12,1;147,9;37,5;140,1;-31,8;1;0
1012;2025-05-22 00.21.38;25,4;91;3,9;170;33;10;24;1;61,8;18,7;44,9;13,7;11,8;12,1;125,4;37,5;162,6;-31,8;1;0
1016;2025-05-22 00.22.07;25,4;91,2;3,8;170;38;21;24;1;71,1;39,3;44,9;13,8;11,8;12,1;155,4;37,8;132,6;-32,0;1;0
2;2025-05-21 22.16.37;26,9;92,42;4,3;173;28,95;24,19;22,6;2;54,2;45,3;42,3;13,6;11,7;12,1;141,8;37,4;146,2;-31,6;1;0
6;2025-05-21 22.17.07;26,9;92,02;4,3;173;26,7;29,92;21,17;2;50,0;56,0;39,6;13,5;11,7;12,1;145,6;37,3;142,4;-31,5;1;0
9;2025-05-21 22.17.30;27;92,5;4,3;173;33,77;29,98;20,22;2;63,2;56,1;37,9;13,6;11,7;12,1;157,2;37,4;130,8;-31,6;1;0
10;2025-05-21 22.17.37;27;92,35;4,3;173;33,62;26,54;16,17;2;62,9;49,7;30,3;13,5;11,7;12,1;142,9;37,4;145,1;-31,6;1;0
12;2025-05-21 22.17.52;26,9;92,13;4,2;173;29,75;24,19;22,77;2;55,7;45,3;42,6;13,6;11,7;12,1;143,6;37,5;144,4;-31,7;1;0
13;2025-05-21 22.17.59;26,9;92,25;4,2;173;25,13;25,41;23;2;47,0;47,6;43,1;13,6;11,8;12,1;137,7;37,5;150,3;-31,8;1;0
16;2025-05-21 22.18.21;26,9;92,13;4,2;173;27,09;20,11;16,21;2;50,7;37,6;30,3;13,6;11,7;12,1;118,7;37,5;169,3;-31,7;1;0
18;2025-05-21 22.18.36;26,9;92,48;4,2;173;29,14;22,19;20,89;2;54,6;41,5;39,1;13,7;11,8;12,1;135,2;37,6;152,8;-31,8;1;0
19;2025-05-21 22.18.43;26,9;92,18;4,2;173;31,03;27,2;23,47;2;58,1;50,9;43,9;13,6;11,8;12,1;152,9;37,5;135,1;-31,7;1;0
25;2025-05-21 22.19.27;26,9;92,32;4,1;173;34,74;20,97;17,54;2;65,0;39,3;32,8;13,7;11,8;12,2;137,1;37,7;150,9;-32,0;1;0
27;2025-05-21 22.19.42;26,9;92,17;4,1;173;28,58;23,51;17,24;2;53,5;44,0;32,3;13,7;11,8;12,2;129,8;37,7;158,2;-31,9;1;0
28;2025-05-21 22.19.49;26,8;92,35;4,1;173;32,42;21,92;17,74;2;60,7;41,0;33,2;13,7;11,8;12,2;134,9;37,8;153,1;-32,0;1;0
29;2025-05-21 22.19.56;26,8;92,5;4,1;173;27,17;21,64;22,12;2;50,9;40,5;41,4;13,8;11,8;12,2;132,8;37,8;155,2;-32,0;1;0
30;2025-05-21 22.20.03;26,8;92,01;4,1;173;28,85;25,74;16,45;2;54,0;48,2;30,8;13,7;11,8;12,2;133,0;37,7;155,0;-31,9;1;0
37;2025-05-21 22.20.54;26,8;92,22;4,1;173;31,83;27,02;23,16;2;59,6;50,6;43,4;13,7;11,8;12,2;153,5;37,7;134,5;-32,0;1;0
38;2025-05-21 22.21.01;26,9;92,42;4,1;173;33,63;28,87;17,83;2;63,0;54,0;33,4;13,7;11,8;12,2;150,4;37,8;137,6;-32,0;1;0
40;2025-05-21 22.21.15;26,9;92,29;4,1;173;32,56;26,23;22,83;2;61,0;49,1;42,7;13,7;11,8;12,2;152,8;37,7;135,2;-32,0;1;0
43;2025-05-21 22.21.37;26,9;92,47;4,1;173;30,16;27,14;23,14;2;56,5;50,8;43,3;13,8;11,8;12,2;150,6;37,8;137,4;-32,0;1;0
54;2025-05-21 22.22.59;26,9;92,45;4,1;173;32,06;29,46;15,86;2;60,0;55,1;29,7;13,8;11,8;12,2;144,9;37,8;143,1;-32,0;1;0
63;2025-05-21 22.24.06;26,9;92,22;4,1;173;34,18;22,99;17,98;2;64,0;43,0;33,7;13,7;11,8;12,2;140,7;37,7;147,3;-32,0;1;0
66;2025-05-21 22.24.29;26,9;92,14;4,1;172;29,89;21,26;20,54;2;56,0;39,8;38,5;13,7;11,8;12,1;134,2;37,6;153,8;-31,9;1;0
75;2025-05-21 22.25.36;26,8;92,54;4,1;173;26,21;26,34;21,3;2;49,1;49,3;39,9;13,8;11,8;12,2;138,2;37,8;149,8;-32,0;1;0
82;2025-05-21 22.26.29;26,8;92,06;4,1;172;32,83;24,98;15,71;2;61,5;46,8;29,4;13,7;11,8;12,1;137,6;37,6;150,4;-31,8;1;0
85;2025-05-21 22.26.52;26,7;92,22;4,1;173;28,92;29,7;24,78;2;54,1;55,6;46,4;13,7;11,8;12,2;156,1;37,7;131,9;-32,0;1;0
90;2025-05-21 22.27.29;26,7;92,38;4;173;34,06;28,23;15,76;2;63,8;52,8;29,5;13,8;11,9;12,2;146,1;38,0;141,9;-32,2;1;0
91;2025-05-21 22.27.37;26,7;92;4;172;34,05;27,99;16,3;2;63,7;52,4;30,5;13,8;11,8;12,2;146,7;37,8;141,3;-32,0;1;0
93;2025-05-21 22.27.52;26,7;92,06;4;172;27,32;27,66;22,03;2;51,1;51,8;41,2;13,8;11,8;12,2;144,2;37,8;143,8;-32,0;1;0
94;2025-05-21 22.27.59;26,7;92,04;4;172;26,92;20,34;22,92;2;50,4;38,1;42,9;13,8;11,8;12,2;131,4;37,8;156,6;-32,0;1;0
95;2025-05-21 22.28.06;26,7;92,51;4;172;27,09;21,16;23,38;2;50,7;39,6;43,8;13,9;11,9;12,2;134,1;37,9;153,9;-32,2;1;0
104;2025-05-21 22.29.14;26,7;92,35;4,2;172;29,41;29,84;16,38;2;55,1;55,9;30,7;13,6;11,8;12,1;141,6;37,5;146,4;-31,7;1;0
108;2025-05-21 22.29.44;26,7;92,24;4,1;172;29,72;20,43;17,46;2;55,6;38,2;32,7;13,7;11,8;12,1;126,6;37,6;161,4;-31,9;1;0
126;2025-05-21 22.31.59;26,6;92,21;4;172;30,98;25,47;21,95;2;58,0;47,7;41,1;13,8;11,9;12,2;146,8;37,8;141,2;-32,1;1;0
134;2025-05-21 22.32.59;26,6;92,17;4;172;30,55;25,64;24,86;2;57,2;48,0;46,5;13,8;11,8;12,2;151,7;37,8;136,3;-32,1;1;0
139;2025-05-21 22.33.37;26,5;92,24;4;172;27;20,44;15,71;2;50,5;38,3;29,4;13,8;11,9;12,2;118,2;37,8;169,8;-32,1;1;0
145;2025-05-21 22.34.22;26,6;92,39;4;172;28,58;25,65;21,91;2;53,5;48,0;41,0;13,8;11,9;12,2;142,5;37,9;145,5;-32,1;1;0
150;2025-05-21 22.35.00;26,5;92,16;4;172;28,13;20,76;24,88;2;52,7;38,9;46,6;13,8;11,8;12,2;138,1;37,8;149,9;-32,1;1;0
152;2025-05-21 22.35.15;26,5;92,57;4;172;31,26;29,57;18,27;2;58,5;55,4;34,2;13,9;11,9;12,2;148,1;37,9;139,9;-32,2;1;0
155;2025-05-21 22.35.39;26,5;92,01;4,1;172;33,67;26,79;20,38;2;63,0;50,2;38,2;13,7;11,8;12,1;151,3;37,6;136,7;-31,8;1;0
158;2025-05-21 22.36.00;26,5;92,1;4;172;30,24;20,36;16,42;2;56,6;38,1;30,7;13,8;11,8;12,2;125,5;37,8;162,5;-32,0;1;0
160;2025-05-21 22.36.15;26,5;92,21;4;172;33,18;21,3;17,14;2;62,1;39,9;32,1;13,8;11,9;12,2;134,1;37,8;153,9;-32,1;1;0
161;2025-05-21 22.36.23;26,5;92,02;4,1;172;29,9;24,23;16,46;2;56,0;45,4;30,8;13,7;11,8;12,1;132,1;37,6;155,9;-31,8;1;0
167;2025-05-21 22.37.09;26,4;92,52;4;172;27,66;24,44;17,16;2;51,8;45,8;32,1;13,9;11,9;12,2;129,7;37,9;158,3;-32,2;1;0
171;2025-05-21 22.37.38;26,5;92,44;4;172;30,47;23,72;17,98;2;57,0;44,4;33,7;13,8;11,9;12,2;135,1;37,9;152,9;-32,1;1;0
172;2025-05-21 22.37.46;26,5;92,31;4;172;32,24;26,1;20,11;2;60,4;48,9;37,6;13,8;11,9;12,2;146,9;37,9;141,1;-32,1;1;0
176;2025-05-21 22.38.15;26,5;92,33;4;172;34,18;24,24;18,51;2;64,0;45,4;34,7;13,8;11,9;12,2;144,0;37,9;144,0;-32,1;1;0
183;2025-05-21 22.39.07;26,4;92,03;4;172;30,86;29,28;22,25;2;57,8;54,8;41,7;13,8;11,8;12,2;154,2;37,8;133,8;-32,0;1;0
186;2025-05-21 22.39.30;26,4;92,28;4;172;33,45;29,96;15,51;2;62,6;56,1;29,0;13,8;11,9;12,2;147,7;37,9;140,3;-32,1;1;0
199;2025-05-21 22.41.08;26,4;92,44;4;172;28,85;24,35;24,67;2;54,0;45,6;46,2;13,8;11,9;12,2;145,8;37,9;142,2;-32,1;1;0
201;2025-05-21 22.41.23;26,4;92,2;4;172;29,3;21,66;18,02;2;54,8;40,5;33,7;13,8;11,8;12,2;129,1;37,8;158,9;-32,1;1;0
203;2025-05-21 22.41.37;26,4;92,32;4;172;28,16;23,97;24,38;2;52,7;44,9;45,6;13,8;11,9;12,2;143,2;37,9;144,8;-32,1;1;0
206;2025-05-21 22.41.59;26,3;92,26;4;172;32,11;24,64;24,65;2;60,1;46,1;46,1;13,8;11,9;12,2;152,4;37,8;135,6;-32,1;1;0
211;2025-05-21 22.42.36;26,4;92,6;4;172;28,71;28,39;17,58;2;53,7;53,1;32,9;13,9;11,9;12,2;139,8;37,9;148,2;-32,2;1;0
213;2025-05-21 22.42.51;26,3;92,51;3,9;172;25,32;27,64;17,89;2;47,4;51,7;33,5;13,9;11,9;12,2;132,6;38,1;155,4;-32,4;1;0
214;2025-05-21 22.42.58;26,3;92,23;3,9;172;27,07;26,39;19,38;2;50,7;49,4;36,3;13,9;11,9;12,2;136,4;38,0;151,6;-32,3;1;0
216;2025-05-21 22.43.13;26,3;92,08;3,9;172;28,77;23,73;15,31;2;53,9;44,4;28,7;13,9;11,9;12,2;126,9;38,0;161,1;-32,2;1;0
219;2025-05-21 22.43.36;26,3;92,17;3,9;172;26,8;20,67;15,13;2;50,2;38,7;28,3;13,9;11,9;12,2;117,2;38,0;170,8;-32,3;1;0
220;2025-05-21 22.43.44;26,3;92,54;3,9;172;28,37;23,83;15,35;2;53,1;44,6;28,7;14,0;11,9;12,2;126,5;38,1;161,5;-32,4;1;0
226;2025-05-21 22.44.29;26,3;92,01;3,9;172;32,14;25,97;19,36;2;60,2;48,6;36,2;13,9;11,9;12,2;145,0;38,0;143,0;-32,2;1;0
