id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
276;2025-05-21 22.50.39;26,2;92,1;3,8;172;34;16;22;1;63,6;30,0;41,2;14,0;12,0;12,3;134,8;38,2;153,2;-32,4;1;0
290;2025-05-21 22.52.24;26,2;92;3,8;171;30;20;20;1;56,2;37,4;37,4;14,0;11,9;12,2;131,0;38,1;157,0;-32,3;1;0
295;2025-05-21 22.53.00;26,2;91,5;3,8;172;38;29;25;1;71,1;54,3;46,8;13,9;11,9;12,2;172,2;38,0;115,8;-32,3;1;0
297;2025-05-21 22.53.15;26,1;91,8;3,8;172;38;14;37;1;71,1;26,2;69,3;13,9;11,9;12,3;166,6;38,1;121,4;-32,4;1;0
298;2025-05-21 22.53.22;26,2;92;3,8;172;34;15;27;1;63,6;28,1;50,5;14,0;11,9;12,3;142,3;38,2;145,7;-32,4;1;0
300;2025-05-21 22.53.37;26,1;92;3,8;172;31;11;20;1;58,0;20,6;37,4;14,0;11,9;12,3;116,1;38,2;171,9;-32,4;1;0
308;2025-05-21 22.54.36;26,1;92;3,8;172;39;26;33;1;73,0;48,7;61,8;14,0;11,9;12,3;183,5;38,2;104,5;-32,4;1;0
310;2025-05-21 22.54.52;26,1;91,5;3,8;171;39;28;20;1;73,0;52,4;37,4;13,9;11,9;12,2;162,9;38,0;125,1;-32,2;1;0
315;2025-05-21 22.55.29;26,1;92,3;3,8;171;36;11;28;1;67,4;20,6;52,4;14,0;12,0;12,2;140,4;38,2;147,6;-32,4;1;0
317;2025-05-21 22.55.44;26,1;92;3,8;171;30;16;21;1;56,2;30,0;39,3;14,0;11,9;12,2;125,4;38,1;162,6;-32,3;1;0
323;2025-05-21 22.56.29;26,1;91,5;3,8;172;28;11;22;1;52,4;20,6;41,2;13,9;11,9;12,2;114,2;38,0;173,8;-32,3;1;0
331;2025-05-21 22.57.27;26,1;92,6;3,8;171;31;15;25;1;58,0;28,1;46,8;14,1;12,0;12,2;132,9;38,3;155,1;-32,5;1;0
338;2025-05-21 22.58.18;26,1;92,1;3,8;172;36;15;24;1;67,4;28,1;44,9;14,0;12,0;12,3;140,4;38,2;147,6;-32,4;1;0
344;2025-05-21 22.59.01;26,1;92,1;3,7;171;36;19;29;1;67,4;35,6;54,3;14,1;12,0;12,3;157,2;38,3;130,8;-32,6;1;0
347;2025-05-21 22.59.22;26,1;92;3,7;171;35;23;32;1;65,5;43,1;59,9;14,1;12,0;12,3;168,5;38,3;119,5;-32,5;1;0
357;2025-05-21 23.00.35;26;92;3,8;171;31;13;26;1;58,0;24,3;48,7;14,0;11,9;12,2;131,0;38,1;157,0;-32,3;1;0
360;2025-05-21 23.00.56;26;91,8;3,8;171;35;17;28;1;65,5;31,8;52,4;13,9;11,9;12,2;149,8;38,0;138,2;-32,3;1;0
366;2025-05-21 23.01.40;26;91,7;3,8;171;31;13;21;1;58,0;24,3;39,3;13,9;11,9;12,2;121,7;38,0;166,3;-32,3;1;0
367;2025-05-21 23.01.47;26;92;3,8;171;28;24;22;1;52,4;44,9;41,2;14,0;11,9;12,2;138,5;38,1;149,5;-32,3;1;0
372;2025-05-21 23.02.24;25,9;92;3,8;171;35;20;29;1;65,5;37,4;54,3;14,0;11,9;12,2;157,2;38,1;130,8;-32,3;1;0
378;2025-05-21 23.03.09;26;91,5;3,8;171;24;11;20;1;44,9;20,6;37,4;13,9;11,9;12,2;103,0;38,0;185,0;-32,2;1;0
379;2025-05-21 23.03.16;26;91,5;3,8;171;36;18;23;1;67,4;33,7;43,1;13,9;11,9;12,2;144,1;38,0;143,9;-32,2;1;0
381;2025-05-21 23.03.30;26;92,1;3,8;171;22;17;20;1;41,2;31,8;37,4;14,0;11,9;12,2;110,4;38,1;177,6;-32,4;1;0
383;2025-05-21 23.03.45;26;92,1;3,8;171;38;10;35;1;71,1;18,7;65,5;14,0;11,9;12,2;155,4;38,1;132,6;-32,4;1;0
389;2025-05-21 23.04.30;25,9;92;3,8;171;24;12;22;1;44,9;22,5;41,2;14,0;11,9;12,2;108,6;38,1;179,4;-32,3;1;0
391;2025-05-21 23.04.44;25,9;92;3,8;171;31;14;25;1;58,0;26,2;46,8;14,0;11,9;12,2;131,0;38,1;157,0;-32,3;1;0
395;2025-05-21 23.05.14;25,9;92;3,8;171;25;15;21;1;46,8;28,1;39,3;14,0;11,9;12,2;114,2;38,1;173,8;-32,3;1;0
396;2025-05-21 23.05.21;25,9;91,3;3,8;171;36;11;27;1;67,4;20,6;50,5;13,9;11,9;12,2;138,5;37,9;149,5;-32,1;1;0
399;2025-05-21 23.05.44;25,9;91,5;3,8;171;24;14;23;1;44,9;26,2;43,1;13,9;11,9;12,2;114,2;38,0;173,8;-32,2;1;0
402;2025-05-21 23.06.05;25,9;92,1;3,8;171;32;26;23;1;59,9;48,7;43,1;14,0;11,9;12,2;151,6;38,1;136,4;-32,4;1;0
403;2025-05-21 23.06.13;25,9;91,5;3,8;171;39;19;32;1;73,0;35,6;59,9;13,9;11,9;12,2;168,5;38,0;119,5;-32,2;1;0
407;2025-05-21 23.06.43;25,9;92;3,8;171;39;25;32;1;73,0;46,8;59,9;14,0;11,9;12,2;179,7;38,1;108,3;-32,3;1;0
413;2025-05-21 23.07.26;25,9;91,3;3,8;171;28;15;25;1;52,4;28,1;46,8;13,9;11,9;12,2;127,3;37,9;160,7;-32,1;1;0
417;2025-05-21 23.07.55;25,8;91,7;3,8;171;33;24;21;1;61,8;44,9;39,3;13,9;11,9;12,2;146,0;38,0;142,0;-32,3;1;0
422;2025-05-21 23.08.33;25,8;91,8;3,8;171;37;25;24;1;69,3;46,8;44,9;13,9;11,9;12,2;161,0;38,0;127,0;-32,3;1;0
424;2025-05-21 23.08.47;25,8;91,8;3,8;171;33;26;21;1;61,8;48,7;39,3;13,9;11,9;12,2;149,8;38,0;138,2;-32,3;1;0
425;2025-05-21 23.08.55;25,8;91,8;3,8;171;39;16;29;1;73,0;30,0;54,3;13,9;11,9;12,2;157,2;38,0;130,8;-32,3;1;0
427;2025-05-21 23.09.09;25,8;92,1;3,8;171;36;24;21;1;67,4;44,9;39,3;14,0;11,9;12,2;151,6;38,1;136,4;-32,4;1;0
429;2025-05-21 23.09.24;25,9;92;3,8;171;34;18;30;1;63,6;33,7;56,2;14,0;11,9;12,2;153,5;38,1;134,5;-32,3;1;0
433;2025-05-21 23.09.55;25,8;92;3,8;171;36;27;34;1;67,4;50,5;63,6;14,0;11,9;12,2;181,6;38,1;106,4;-32,3;1;0
438;2025-05-21 23.10.32;25,8;92,1;3,8;171;35;27;22;1;65,5;50,5;41,2;14,0;11,9;12,2;157,2;38,1;130,8;-32,4;1;0
445;2025-05-21 23.11.24;25,8;92;3,8;171;27;22;26;1;50,5;41,2;48,7;14,0;11,9;12,2;140,4;38,1;147,6;-32,3;1;0
449;2025-05-21 23.11.55;25,8;92,1;3,8;171;37;20;20;1;69,3;37,4;37,4;14,0;11,9;12,2;144,1;38,1;143,9;-32,4;1;0
451;2025-05-21 23.12.09;25,9;91,8;3,8;171;34;21;23;1;63,6;39,3;43,1;13,9;11,9;12,2;146,0;38,0;142,0;-32,3;1;0
452;2025-05-21 23.12.17;25,8;91,8;3,8;171;30;16;26;1;56,2;30,0;48,7;13,9;11,9;12,2;134,8;38,0;153,2;-32,3;1;0
456;2025-05-21 23.12.46;25,8;91,7;3,8;171;33;22;26;1;61,8;41,2;48,7;13,9;11,9;12,2;151,6;38,0;136,4;-32,3;1;0
463;2025-05-21 23.13.38;25,8;92,1;3,8;171;37;11;25;1;69,3;20,6;46,8;14,0;11,9;12,2;136,7;38,1;151,3;-32,4;1;0
466;2025-05-21 23.13.59;25,8;91,8;3,8;171;35;11;24;1;65,5;20,6;44,9;13,9;11,9;12,2;131,0;38,0;157,0;-32,3;1;0
471;2025-05-21 23.14.36;25,8;91,5;3,8;171;36;16;26;1;67,4;30,0;48,7;13,9;11,9;12,2;146,0;38,0;142,0;-32,2;1;0
476;2025-05-21 23.15.12;25,8;91,8;3,8;171;35;25;26;1;65,5;46,8;48,7;13,9;11,9;12,2;161,0;38,0;127,0;-32,3;1;0
488;2025-05-21 23.16.40;25,8;91,8;3,8;171;36;27;25;1;67,4;50,5;46,8;13,9;11,9;12,2;164,7;38,0;123,3;-32,3;1;0
489;2025-05-21 23.16.47;25,7;92;3,8;171;39;13;34;1;73,0;24,3;63,6;14,0;11,9;12,2;161,0;38,1;127,0;-32,3;1;0
495;2025-05-21 23.17.32;25,7;92;3,8;171;34;24;26;1;63,6;44,9;48,7;14,0;11,9;12,2;157,2;38,1;130,8;-32,3;1;0
497;2025-05-21 23.17.46;25,7;92;3,8;171;26;24;20;1;48,7;44,9;37,4;14,0;11,9;12,2;131,0;38,1;157,0;-32,3;1;0
507;2025-05-21 23.18.59;25,7;92,1;3,8;171;36;20;32;1;67,4;37,4;59,9;14,0;11,9;12,2;164,7;38,1;123,3;-32,4;1;0
513;2025-05-21 23.19.44;25,8;92;3,8;171;33;17;30;1;61,8;31,8;56,2;14,0;11,9;12,2;149,8;38,1;138,2;-32,3;1;0
520;2025-05-21 23.20.35;25,8;92;3,8;171;38;11;23;1;71,1;20,6;43,1;14,0;11,9;12,2;134,8;38,1;153,2;-32,3;1;0
521;2025-05-21 23.20.42;25,8;91,3;3,8;171;30;18;21;1;56,2;33,7;39,3;13,9;11,9;12,2;129,2;37,9;158,8;-32,1;1;0
526;2025-05-21 23.21.20;25,8;91,5;3,8;171;38;14;27;1;71,1;26,2;50,5;13,9;11,9;12,2;147,9;38,0;140,1;-32,2;1;0
527;2025-05-21 23.21.28;25,8;91,8;3,8;171;26;24;22;1;48,7;44,9;41,2;13,9;11,9;12,2;134,8;38,0;153,2;-32,3;1;0
528;2025-05-21 23.21.35;25,8;91,3;3,8;171;32;26;28;1;59,9;48,7;52,4;13,9;11,9;12,2;161,0;37,9;127,0;-32,1;1;0
532;2025-05-21 23.22.05;25,8;91,7;3,8;171;33;26;25;1;61,8;48,7;46,8;13,9;11,9;12,2;157,2;38,0;130,8;-32,3;1;0
543;2025-05-21 23.23.28;25,7;92,1;3,7;171;27;18;20;1;50,5;33,7;37,4;14,1;12,0;12,3;121,7;38,3;166,3;-32,6;1;0
544;2025-05-21 23.23.36;25,7;92;3,7;171;26;13;21;1;48,7;24,3;39,3;14,1;12,0;12,3;112,3;38,3;175,7;-32,5;1;0
548;2025-05-21 23.24.06;25,7;91,8;3,7;171;32;20;20;1;59,9;37,4;37,4;14,0;12,0;12,2;134,8;38,2;153,2;-32,5;1;0
559;2025-05-21 23.25.26;25,7;91,5;3,7;171;35;14;27;1;65,5;26,2;50,5;14,0;11,9;12,2;142,3;38,2;145,7;-32,4;1;0
563;2025-05-21 23.25.55;25,7;92;3,7;171;38;15;36;1;71,1;28,1;67,4;14,1;12,0;12,3;166,6;38,3;121,4;-32,5;1;0
565;2025-05-21 23.26.11;25,7;92;3,7;171;39;14;36;1;73,0;26,2;67,4;14,1;12,0;12,3;166,6;38,3;121,4;-32,5;1;0
572;2025-05-21 23.27.02;25,6;92;3,7;171;38;14;31;1;71,1;26,2;58,0;14,1;12,0;12,3;155,4;38,3;132,6;-32,5;1;0
576;2025-05-21 23.27.32;25,6;92;3,7;171;30;17;27;1;56,2;31,8;50,5;14,1;12,0;12,3;138,5;38,3;149,5;-32,5;1;0
578;2025-05-21 23.27.46;25,6;91,3;3,7;171;32;28;27;1;59,9;52,4;50,5;14,0;11,9;12,2;162,9;38,1;125,1;-32,3;1;0
581;2025-05-21 23.28.10;25,6;91,3;3,7;171;38;11;30;1;71,1;20,6;56,2;14,0;11,9;12,2;147,9;38,1;140,1;-32,3;1;0
582;2025-05-21 23.28.17;25,6;91,3;3,7;171;37;17;20;1;69,3;31,8;37,4;14,0;11,9;12,2;138,5;38,1;149,5;-32,3;1;0
586;2025-05-21 23.28.47;25,6;91,3;3,7;171;37;15;22;1;69,3;28,1;41,2;14,0;11,9;12,2;138,5;38,1;149,5;-32,3;1;0
588;2025-05-21 23.29.02;25,6;91,3;3,7;171;37;25;36;1;69,3;46,8;67,4;14,0;11,9;12,2;183,5;38,1;104,5;-32,3;1;0
589;2025-05-21 23.29.09;25,6;91,3;3,7;171;39;17;24;1;73,0;31,8;44,9;14,0;11,9;12,2;149,8;38,1;138,2;-32,3;1;0
592;2025-05-21 23.29.32;25,6;91,3;3,7;171;31;18;27;1;58,0;33,7;50,5;14,0;11,9;12,2;142,3;38,1;145,7;-32,3;1;0
594;2025-05-21 23.29.46;25,6;91,5;3,7;171;34;20;33;1;63,6;37,4;61,8;14,0;11,9;12,2;162,9;38,2;125,1;-32,4;1;0
595;2025-05-21 23.29.53;25,6;91;3,7;171;30;22;23;1;56,2;41,2;43,1;13,9;11,9;12,2;140,4;38,0;147,6;-32,3;1;0
596;2025-05-21 23.30.00;25,6;91,5;3,7;171;39;19;30;1;73,0;35,6;56,2;14,0;11,9;12,2;164,7;38,2;123,3;-32,4;1;0
600;2025-05-21 23.30.29;25,6;91,3;3,7;171;31;14;26;1;58,0;26,2;48,7;14,0;11,9;12,2;132,9;38,1;155,1;-32,3;1;0
604;2025-05-21 23.30.59;25,6;91,3;3,7;171;33;19;30;1;61,8;35,6;56,2;14,0;11,9;12,2;153,5;38,1;134,5;-32,3;1;0
610;2025-05-21 23.31.43;25,6;91,5;3,6;171;33;11;27;1;61,8;20,6;50,5;14,1;12,0;12,3;132,9;38,3;155,1;-32,6;1;0
612;2025-05-21 23.31.58;25,6;91,3;3,6;171;30;22;25;1;56,2;41,2;46,8;14,0;12,0;12,3;144,1;38,3;143,9;-32,5;1;0
613;2025-05-21 23.32.05;25,7;91,7;3,6;170;35;21;34;1;65,5;39,3;63,6;14,1;12,0;12,2;168,5;38,3;119,5;-32,6;1;0
617;2025-05-21 23.32.35;25,6;91,3;3,6;171;39;23;27;1;73,0;43,1;50,5;14,0;12,0;12,3;166,6;38,3;121,4;-32,5;1;0
618;2025-05-21 23.32.43;25,6;91;3,6;171;34;26;27;1;63,6;48,7;50,5;14,0;11,9;12,3;162,9;38,2;125,1;-32,4;1;0
621;2025-05-21 23.33.04;25,6;91,5;3,6;171;35;17;21;1;65,5;31,8;39,3;14,1;12,0;12,3;136,7;38,3;151,3;-32,6;1;0
622;2025-05-21 23.33.11;25,6;91,5;3,6;171;37;11;34;1;69,3;20,6;63,6;14,1;12,0;12,3;153,5;38,3;134,5;-32,6;1;0
624;2025-05-21 23.33.27;25,6;91,5;3,6;171;39;12;22;1;73,0;22,5;41,2;14,1;12,0;12,3;136,7;38,3;151,3;-32,6;1;0
626;2025-05-21 23.33.42;25,6;91,7;3,6;171;27;15;23;1;50,5;28,1;43,1;14,1;12,0;12,3;121,7;38,4;166,3;-32,6;1;0
628;2025-05-21 23.33.57;25,6;91,8;3,6;171;24;16;23;1;44,9;30,0;43,1;14,1;12,0;12,3;117,9;38,4;170,1;-32,7;1;0
642;2025-05-21 23.35.40;25,5;91,8;3,6;170;31;19;27;1;58,0;35,6;50,5;14,1;12,0;12,2;144,1;38,4;143,9;-32,6;1;0
649;2025-05-21 23.36.31;25,6;91,3;3,6;171;23;13;21;1;43,1;24,3;39,3;14,0;12,0;12,3;106,7;38,3;181,3;-32,5;1;0
650;2025-05-21 23.36.39;25,6;91;3,6;170;32;12;30;1;59,9;22,5;56,2;14,0;11,9;12,2;138,5;38,1;149,5;-32,4;1;0
657;2025-05-21 23.37.31;25,5;91,5;3,7;171;30;24;28;1;56,2;44,9;52,4;14,0;11,9;12,2;153,5;38,2;134,5;-32,4;1;0
661;2025-05-21 23.38.01;25,6;91,3;3,7;171;34;11;33;1;63,6;20,6;61,8;14,0;11,9;12,2;146,0;38,1;142,0;-32,3;1;0
671;2025-05-21 23.39.16;25,5;91,5;3,6;170;36;20;31;1;67,4;37,4;58,0;14,1;12,0;12,2;162,9;38,3;125,1;-32,5;1;0
677;2025-05-21 23.39.59;25,6;90,9;3,7;171;27;20;22;1;50,5;37,4;41,2;13,9;11,9;12,2;129,2;38,0;158,8;-32,2;1;0
693;2025-05-21 23.41.59;25,6;91,7;3,6;171;35;12;33;1;65,5;22,5;61,8;14,1;12,0;12,3;149,8;38,4;138,2;-32,6;1;0
699;2025-05-21 23.42.43;25,6;91;3,6;170;35;25;30;1;65,5;46,8;56,2;14,0;11,9;12,2;168,5;38,1;119,5;-32,4;1;0
702;2025-05-21 23.43.04;25,6;91;3,6;171;35;26;30;1;65,5;48,7;56,2;14,0;11,9;12,3;170,4;38,2;117,6;-32,4;1;0
707;2025-05-21 23.43.41;25,6;91;3,6;170;33;29;32;1;61,8;54,3;59,9;14,0;11,9;12,2;176,0;38,1;112,0;-32,4;1;0
709;2025-05-21 23.43.55;25,6;91;3,6;171;39;12;21;1;73,0;22,5;39,3;14,0;11,9;12,3;134,8;38,2;153,2;-32,4;1;0
723;2025-05-21 23.45.36;25,6;90,9;3,6;171;39;25;30;1;73,0;46,8;56,2;14,0;11,9;12,3;176,0;38,2;112,0;-32,4;1;0
724;2025-05-21 23.45.43;25,6;91;3,6;171;25;11;24;1;46,8;20,6;44,9;14,0;11,9;12,3;112,3;38,2;175,7;-32,4;1;0
726;2025-05-21 23.46.05;25,6;91;3,6;170;24;20;20;1;44,9;37,4;37,4;14,0;11,9;12,2;119,8;38,1;168,2;-32,4;1;0
740;2025-05-21 23.47.47;25,5;91,3;3,6;170;36;17;27;1;67,4;31,8;50,5;14,0;12,0;12,2;149,8;38,2;138,2;-32,5;1;0
741;2025-05-21 23.47.54;25,6;90,9;3,6;171;31;20;29;1;58,0;37,4;54,3;14,0;11,9;12,3;149,8;38,2;138,2;-32,4;1;0
744;2025-05-21 23.48.16;25,5;91,5;3,6;171;35;26;27;1;65,5;48,7;50,5;14,1;12,0;12,3;164,7;38,3;123,3;-32,6;1;0
745;2025-05-21 23.48.23;25,5;91,2;3,6;170;34;21;20;1;63,6;39,3;37,4;14,0;11,9;12,2;140,4;38,2;147,6;-32,4;1;0
747;2025-05-21 23.48.39;25,5;90,9;3,6;171;30;24;24;1;56,2;44,9;44,9;14,0;11,9;12,3;146,0;38,2;142,0;-32,4;1;0
748;2025-05-21 23.48.46;25,5;91,5;3,6;170;27;25;22;1;50,5;46,8;41,2;14,1;12,0;12,2;138,5;38,3;149,5;-32,5;1;0
752;2025-05-21 23.49.16;25,6;91;3,6;170;32;17;22;1;59,9;31,8;41,2;14,0;11,9;12,2;132,9;38,1;155,1;-32,4;1;0
753;2025-05-21 23.49.23;25,5;90,9;3,6;171;33;27;29;1;61,8;50,5;54,3;14,0;11,9;12,3;166,6;38,2;121,4;-32,4;1;0
759;2025-05-21 23.50.09;25,5;91,3;3,6;170;38;22;33;1;71,1;41,2;61,8;14,0;12,0;12,2;174,1;38,2;113,9;-32,5;1;0
760;2025-05-21 23.50.16;25,5;91,8;3,6;171;32;10;26;1;59,9;18,7;48,7;14,1;12,0;12,3;127,3;38,4;160,7;-32,7;1;0
763;2025-05-21 23.50.38;25,5;91,3;3,6;171;37;16;21;1;69,3;30,0;39,3;14,0;12,0;12,3;138,5;38,3;149,5;-32,5;1;0
764;2025-05-21 23.50.46;25,5;91;3,6;171;38;11;28;1;71,1;20,6;52,4;14,0;11,9;12,3;144,1;38,2;143,9;-32,4;1;0
766;2025-05-21 23.51.01;25,5;91,5;3,6;171;36;16;32;1;67,4;30,0;59,9;14,1;12,0;12,3;157,2;38,3;130,8;-32,6;1;0
769;2025-05-21 23.51.23;25,6;90,6;3,6;171;29;24;23;1;54,3;44,9;43,1;13,9;11,9;12,2;142,3;38,1;145,7;-32,3;1;0
784;2025-05-21 23.53.16;25,6;91,2;3,5;171;37;21;30;1;69,3;39,3;56,2;14,1;12,0;12,3;164,7;38,5;123,3;-32,7;1;0
791;2025-05-21 23.54.07;25,6;91,3;3,5;170;35;20;24;1;65,5;37,4;44,9;14,1;12,0;12,3;147,9;38,4;140,1;-32,7;1;0
794;2025-05-21 23.54.30;25,5;90,9;3,5;171;35;13;34;1;65,5;24,3;63,6;14,1;12,0;12,3;153,5;38,4;134,5;-32,6;1;0
796;2025-05-21 23.54.45;25,5;91,3;3,4;171;24;12;23;1;44,9;22,5;43,1;14,2;12,1;12,4;110,4;38,7;177,6;-32,9;1;0
798;2025-05-21 23.55.00;25,5;91,3;3,4;171;33;19;29;1;61,8;35,6;54,3;14,2;12,1;12,4;151,6;38,7;136,4;-32,9;1;0
801;2025-05-21 23.55.22;25,5;91,3;3,4;170;28;27;22;1;52,4;50,5;41,2;14,2;12,1;12,3;144,1;38,6;143,9;-32,9;1;0
803;2025-05-21 23.55.37;25,5;90,6;3,4;171;28;21;24;1;52,4;39,3;44,9;14,1;12,0;12,3;136,7;38,5;151,3;-32,7;1;0
810;2025-05-21 23.56.27;25,5;91;3,4;170;31;22;29;1;58,0;41,2;54,3;14,2;12,0;12,3;153,5;38,5;134,5;-32,8;1;0
816;2025-05-21 23.57.10;25,5;91;3,7;171;36;27;32;1;67,4;50,5;59,9;13,9;11,9;12,2;177,8;38,0;110,2;-32,3;1;0
826;2025-05-21 23.58.24;25,6;91;4;171;31;16;24;1;58,0;30,0;44,9;13,6;11,7;12,1;132,9;37,4;155,1;-31,7;1;0
847;2025-05-22 00.01.00;25,5;91;4,1;171;34;19;32;1;63,6;35,6;59,9;13,5;11,7;12,0;159,1;37,2;128,9;-31,5;1;0
848;2025-05-22 00.01.08;25,5;91;4,1;170;39;28;31;1;73,0;52,4;58,0;13,5;11,6;12,0;183,5;37,1;104,5;-31,4;1;0
851;2025-05-22 00.01.31;25,5;91,3;4,1;171;38;12;25;1;71,1;22,5;46,8;13,6;11,7;12,0;140,4;37,3;147,6;-31,5;1;0
853;2025-05-22 00.01.47;25,5;91;4,1;170;37;27;23;1;69,3;50,5;43,1;13,5;11,6;12,0;162,9;37,1;125,1;-31,4;1;0
860;2025-05-22 00.02.39;25,5;91;4,1;171;38;25;36;1;71,1;46,8;67,4;13,5;11,7;12,0;185,3;37,2;102,7;-31,5;1;0
862;2025-05-22 00.02.54;25,5;91,2;4,1;170;24;21;20;1;44,9;39,3;37,4;13,6;11,7;12,0;121,7;37,2;166,3;-31,4;1;0
865;2025-05-22 00.03.17;25,5;91,3;4;170;38;11;36;1;71,1;20,6;67,4;13,7;11,7;12,0;159,1;37,4;128,9;-31,7;1;0
869;2025-05-22 00.03.47;25,4;90,6;4;170;35;22;34;1;65,5;41,2;63,6;13,6;11,7;12,0;170,4;37,2;117,6;-31,5;1;0
875;2025-05-22 00.04.33;25,5;91,2;4,1;171;25;11;20;1;46,8;20,6;37,4;13,6;11,7;12,0;104,8;37,3;183,2;-31,5;1;0
877;2025-05-22 00.04.48;25,5;91,2;4,1;170;29;15;25;1;54,3;28,1;46,8;13,6;11,7;12,0;129,2;37,2;158,8;-31,4;1;0
878;2025-05-22 00.04.56;25,5;91,3;4,1;170;39;26;23;1;73,0;48,7;43,1;13,6;11,7;12,0;164,7;37,2;123,3;-31,5;1;0
880;2025-05-22 00.05.11;25,4;91,3;4,1;170;37;12;35;1;69,3;22,5;65,5;13,6;11,7;12,0;157,2;37,2;130,8;-31,5;1;0
883;2025-05-22 00.05.34;25,4;90,7;4,1;170;36;10;34;1;67,4;18,7;63,6;13,5;11,6;12,0;149,8;37,1;138,2;-31,3;1;0
884;2025-05-22 00.05.41;25,4;91;4;170;30;17;25;1;56,2;31,8;46,8;13,6;11,7;12,0;134,8;37,3;153,2;-31,6;1;0
889;2025-05-22 00.06.18;25,4;90,6;4;171;38;20;26;1;71,1;37,4;48,7;13,6;11,7;12,1;157,2;37,3;130,8;-31,5;1;0
890;2025-05-22 00.06.25;25,4;91;4;171;39;19;28;1;73,0;35,6;52,4;13,6;11,7;12,1;161,0;37,4;127,0;-31,7;1;0
893;2025-05-22 00.06.48;25,5;91;4;170;32;25;24;1;59,9;46,8;44,9;13,6;11,7;12,0;151,6;37,3;136,4;-31,6;1;0
899;2025-05-22 00.07.33;25,5;90,9;4;171;24;14;22;1;44,9;26,2;41,2;13,6;11,7;12,1;112,3;37,4;175,7;-31,6;1;0
900;2025-05-22 00.07.41;25,5;91,3;4;170;36;29;32;1;67,4;54,3;59,9;13,7;11,7;12,0;181,6;37,4;106,4;-31,7;1;0
901;2025-05-22 00.07.48;25,4;91;4;170;35;17;30;1;65,5;31,8;56,2;13,6;11,7;12,0;153,5;37,3;134,5;-31,6;1;0
907;2025-05-22 00.08.33;25,5;91,3;4;170;28;14;25;1;52,4;26,2;46,8;13,7;11,7;12,0;125,4;37,4;162,6;-31,7;1;0
913;2025-05-22 00.09.18;25,5;90,7;4;170;39;26;38;1;73,0;48,7;71,1;13,6;11,7;12,0;192,8;37,3;95,2;-31,5;1;0
915;2025-05-22 00.09.33;25,5;90,6;4,1;171;39;24;22;1;73,0;44,9;41,2;13,5;11,6;12,0;159,1;37,1;128,9;-31,4;1;0
916;2025-05-22 00.09.41;25,5;91;4,1;170;36;24;33;1;67,4;44,9;61,8;13,5;11,6;12,0;174,1;37,1;113,9;-31,4;1;0
921;2025-05-22 00.10.17;25,5;91;4,1;171;31;23;24;1;58,0;43,1;44,9;13,5;11,7;12,0;146,0;37,2;142,0;-31,5;1;0
925;2025-05-22 00.10.45;25,5;91;4,1;171;31;29;29;1;58,0;54,3;54,3;13,5;11,7;12,0;166,6;37,2;121,4;-31,5;1;0
927;2025-05-22 00.11.01;25,5;90,9;4,1;170;34;12;23;1;63,6;22,5;43,1;13,5;11,6;12,0;129,2;37,1;158,8;-31,4;1;0
928;2025-05-22 00.11.08;25,5;90,6;4,1;170;29;15;25;1;54,3;28,1;46,8;13,5;11,6;12,0;129,2;37,0;158,8;-31,3;1;0
930;2025-05-22 00.11.23;25,5;90,7;4,1;170;38;14;23;1;71,1;26,2;43,1;13,5;11,6;12,0;140,4;37,1;147,6;-31,3;1;0
932;2025-05-22 00.11.39;25,4;91;4,1;171;28;26;26;1;52,4;48,7;48,7;13,5;11,7;12,0;149,8;37,2;138,2;-31,5;1;0
933;2025-05-22 00.11.46;25,5;90,7;4,1;171;37;28;26;1;69,3;52,4;48,7;13,5;11,6;12,0;170,4;37,1;117,6;-31,4;1;0
935;2025-05-22 00.12.01;25,5;91,5;4;170;38;21;22;1;71,1;39,3;41,2;13,7;11,7;12,0;151,6;37,5;136,4;-31,7;1;0
939;2025-05-22 00.12.31;25,5;91,2;4;170;38;20;23;1;71,1;37,4;43,1;13,7;11,7;12,0;151,6;37,4;136,4;-31,6;1;0
940;2025-05-22 00.12.38;25,5;90,6;4;170;33;11;25;1;61,8;20,6;46,8;13,6;11,7;12,0;129,2;37,2;158,8;-31,5;1;0
955;2025-05-22 00.14.31;25,5;90,6;4;170;37;27;31;1;69,3;50,5;58,0;13,6;11,7;12,0;177,8;37,2;110,2;-31,5;1;0
960;2025-05-22 00.15.08;25,5;91;4;170;31;24;26;1;58,0;44,9;48,7;13,6;11,7;12,0;151,6;37,3;136,4;-31,6;1;0
964;2025-05-22 00.15.38;25,5;91,3;3,9;170;39;20;33;1;73,0;37,4;61,8;13,8;11,8;12,1;172,2;37,6;115,8;-31,9;1;0
968;2025-05-22 00.16.08;25,4;91,2;3,9;171;39;26;35;1;73,0;48,7;65,5;13,8;11,8;12,1;187,2;37,7;100,8;-31,9;1;0
973;2025-05-22 00.16.45;25,4;91;3,9;171;27;21;25;1;50,5;39,3;46,8;13,7;11,8;12,1;136,7;37,6;151,3;-31,9;1;0
974;2025-05-22 00.16.53;25,4;90,7;3,9;170;32;17;31;1;59,9;31,8;58,0;13,7;11,7;12,1;149,8;37,5;138,2;-31,7;1;0
